ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001603923-24-000055	2183334	Ordinary Shares				52105.0				I		Spousal Trust	F9
0001603923-24-000055	2183335	Ordinary Shares				680731.0	F10			D			
0001225208-24-002838	2182975	Common Stock, $0.01 par value				7626.0	F2			I		By 401(k) plan	
0001628280-24-006669	2182896	Class A Common Shares				250000.0				I		See Footnote	F3
0001628280-24-006669	2182899	Class A Common Shares				2000.0				I		By Family Trust	
0001628280-24-006669	2182897	Class A Common Shares				100.0				I		By Spouse	
0001628280-24-006669	2182898	Class A Common Shares				44236.0				I		IRA	
0000313616-24-000070	2182946	Common Stock				12.22				I		by 401k	
0000950170-24-019473	2183336	Common Stock				22574.0				I		by Trust	
0000950170-24-019473	2183338	Common Stock				31000.0				I			
0000950170-24-019473	2183337	Common Stock				177159.0				D		Family Trust	
0000950170-24-019472	2183293	Class A Common Stock				228283.0				I		By Spouse	F2
0001751788-24-000081	2183106	Common Stock				99.14				I		By 401(k) Plan ESOP	
0001751788-24-000081	2183107	Common Stock				438.39				I		By 401(k) Plan	
0001654954-24-002138	2182834	Common Stock				43290.0				I		by Son	
0001654954-24-002138	2182835	Common Stock				70441.0				I		VP, Sec & Chairman of Alexander Railroad Co.	
0001751788-24-000080	2183112	Common Stock				311.03				I		By 401(k) Plan ESOP	
0001751788-24-000080	2183113	Common Stock				480.83				I		By 401(k) Plan	
0001104659-24-027095	2183091	Common Stock				38673.0				I		Spouse	
0000313616-24-000066	2183242	Common Stock				8788.83				I		By 401(k)	
0001733998-24-000027	2182991	Common Stock				38.12				I		See Footnote	F3
0001733998-24-000027	2182992	Common Stock				1380.72				I		See Footnote	F4
0001751788-24-000079	2183302	Common Stock				79.02				I		By 401(k) Plan	
0001751788-24-000079	2183303	Common Stock				161.19				I		By 401(k) Plan ESOP	
0000950170-24-019468	2182875	Common Stock				1476.53				I		By 401(k) Plan	
0001225208-24-002836	2183015	Common Stock, $0.01 par value				13893.0	F2			I		By 401(k) plan	
0001225208-24-002836	2183016	Common Stock, $0.01 par value				341.0				I		By Spouse	
0001731122-24-000308	2183387	Common Stock				27226486.0	F1			I		By Yalla Yalla Ltd.	F2
0001104659-24-027087	2183049	Common Stock				437147.0				I		Children	
0001104659-24-027087	2183050	Common Stock				6984.0				I		By 401(k)	
0001415889-24-005065	2183307	Common Stock, $0.01 par value				2322.0	F2			I		Profit sharing trust	
0001415889-24-005065	2183308	Common Stock, $0.01 par value				3873.0	F3			I		By spouse	
0001127602-24-006706	2183119	Common Stock				4035.0				D			
0000950170-24-019445	2183319	Class A Common Stock				1447598.0				I		By Spouse	F2
0001415889-24-005063	2183017	Common Stock				74.7	F2			I		By Ecolab Savings Plan	
0001415889-24-005060	2183310	Common Stock				32532.58	F3			I		By Family Trust	
0001415889-24-005060	2183311	Common Stock				5225.48	F4			I		by Edison 401(k) Savings Plan	
0001733998-24-000021	2183256	Common Stock				302.49				I		See Footnote	F3
0001415889-24-005058	2183287	Common Stock				506518.0				D			
0001415889-24-005058	2183288	Common Stock				59629.0				I		The C&CS Family Trust dated September 7, 2012	F3
0001415889-24-005058	2183290	Common Stock				425603.0				I		Held by son	F5
0001415889-24-005058	2183291	Common Stock				425603.0				I		Held by daughter	F6
0001415889-24-005058	2183292	Common Stock				425603.0				I		Held by spouse as custodian	F7
0001415889-24-005058	2183289	Common Stock				160426.0				I		Held by CSVH, LLC	F4
0000073124-24-000066	2183413	Common Stock				60.0				I		Employee Share Ownership Plan as of 12-31-2023	
0000009984-24-000045	2183359	Common Stock				450000.0	F3			I		Held in Trust	
0000073124-24-000065	2182908	Common Stock				9915.38				I		401(k) as of 12-31-2023	
0000073124-24-000064	2183415	Common Stock				3511.24				I		401(k) as of 12-31-23	
0001415889-24-005054	2183093	Class A Common Stock				6062408.0				I		By: Trusts	F5
0001415889-24-005054	2183092	Class A Common Stock				972978.0				I		By: The Singh Family Trust UDT dated October 3, 1996	
0001127602-24-006700	2182931	Common Stock/ Serp				13467.0				D			
0001127602-24-006700	2182929	Common Stock				348.0				I		By Wife	
0001127602-24-006700	2182930	401k Plan				3010.0				I		401k Plan	
0000073124-24-000061	2183394	Common Stock				1762.0				I		Spouse as trustee for Daughter	
0000073124-24-000061	2183391	Common Stock				139200.0				I		By Trust	
0000073124-24-000061	2183392	Common Stock				52347.0				I		Gift Trust	F3
0000073124-24-000061	2183393	Common Stock				13725.0				I		2022 GRAT	
0000073124-24-000061	2183395	Common Stock				1762.0				I		Spouse as trustee for Son	
0000073124-24-000061	2183396	Common Stock				11832.7				I		401(k) as of 12-31-2023	
0001127602-24-006699	2183349	Common Stock				28586.0				D			
0000073124-24-000059	2183401	Common Stock				6.0				I		By Spouse's Trust	
0000073124-24-000059	2183400	Common Stock				20550.0				I		2023 GRAT	
0000073124-24-000059	2183399	Common Stock				38025.0				I		By Trust	
0001018724-24-000038	2183297	Common Stock, par value $.01  per share				143.1				I		Amazon.com 401(k) plan account	
0001018724-24-000038	2183296	Common Stock, par value $.01  per share				340.0				I		In trust	
0000073124-24-000058	2183383	Common Stock				2772.43				I		401(k) as of 12-31-2023	
0001793373-24-000005	2183161	Common Stock				11389.0				I		By Spouse	F1
0000073124-24-000057	2183358	Common Stock				2407.0				I		Irrevocable Trust	F2
0000073124-24-000057	2183356	Common Stock				18966.0				I		2022 GRAT	
0000073124-24-000057	2183357	Common Stock				44230.0				I		2023 GRAT	
0000073124-24-000056	2182921	Common Stock				257564.0				I		By Trust	
0000073124-24-000056	2182922	Common Stock				6755.0				I		2022 GRAT	
0000073124-24-000056	2182923	Common Stock				16866.0				I		2023 GRAT	
0000073124-24-000056	2182924	Common Stock				5459.0				I		By Trust fbo Child 1	F2
0000073124-24-000056	2182925	Common Stock				5460.0				I		By Trust fbo Child 2	F2
0000073124-24-000056	2182926	Common Stock				5460.0				I		By Trust fbo Child 3	F2
0001733998-24-000017	2182943	Common Stock				1353.25				I		See Footnote	F6
0001127602-24-006691	2182968	Common Stock				5778.41	F1			I			
0001127602-24-006691	2182967	Common Stock				3840.0				D		By 401(k) Plan	
0001437749-24-005384	2183085	Common Stock				1472.0	F1			I		Horizon Kinetics Hard Assets II LLC	
0001437749-24-005384	2183088	Common Stock				60.0	F1			I		Spouse	
0001437749-24-005384	2183087	Common Stock				5549.0	F1			I		CDK Fund Ltd	
0001437749-24-005384	2183086	Common Stock				2484.0	F1			I		CDK Partners LP	
0001127602-24-006686	2183355	Common Stock				3966.0				D			
0000048287-24-000078	2182889	Common Stock				1921.58				I		Profit-Sharing Retirement Plan	
0001793373-24-000004	2182862	Common Stock				23879.73				I		By Spouse	F1
0000048287-24-000077	2183198	Common Stock				2527.02				I		Profit-Sharing Retirement Plan	
0001209191-24-003898	2182959	Common Stock				2940.0	F1			D			
0001415889-24-005047	2183406	Common Stock				1524.17	F2			I		By Ecolab Savings Plan	
0001733998-24-000013	2183069	Common Stock				11066.92				I		See Footnote	F3
0001425287-24-000039	2182947	Common Stock, $0.001 par value per share				67000.0				I		By IRA	
0000048287-24-000076	2183137	Common Stock				1915.26				I		Profit Sharing Retirement Plan	
0001062993-24-004278	2183418	Common Stock				4752663.0				I		By Trust	F7
0001062993-24-004278	2183419	Common Stock				150000.0				I		By Trust	F8
0001127602-24-006681	2183388	Common Stock				27744.0				D			
0000048287-24-000075	2183180	Common Stock				418.88				I		Profit-Sharing Retirement Plan	
0001127602-24-006677	2182974	Common Stock				11163.0				D			
0000048287-24-000074	2183363	Common Stock				1069.15				I		Profit-Sharing Retirement Plan	
0000048287-24-000073	2183382	Common Stock				7105.58				I		Profit Sharing Retirement Plan	
0001127602-24-006674	2182890	Common Stock				0.0				D			
0000048287-24-000072	2183026	Common Stock				1414.57				I		Profiit-Sharing Retirement Plan	
0001127602-24-006671	2183013	Common Stock/ Deferred Compensation				3253.0				D			
0001127602-24-006671	2183014	Common Stock/ Serp				12523.0				D			
0001022079-24-000053	2183101	Common Stock				5541.0	F3			I		401(k)/SDCP	
0000048287-24-000071	2183316	Common Stock				1438.43				I		Profit-Sharing Retirement Plan	
0001127602-24-006670	2183429	Common Stock				3784.0				D			
0001018724-24-000036	2183000	Common Stock, par value $.01  per share				2655.72				I		Amazon.com 401(k) plan account	
0000905148-24-000789	2182996	Class A Ordinary Shares				200000.0				I	F1, F4, F2	By Cowen Financial Products LLC	F1, F4, F2
0001578563-24-000112	2183008	Voting Common Stock				470.0				I			
0001578563-24-000112	2183007	Voting Common Stock				3279.0				D		By GST-Exempt Trust	
0000937098-24-000044	2183076	Common Stock				2807.0	F4			D			
0001140361-24-009266	2183286	Common Stock, par value $0.0001 per share				16290.0				D			
0000905148-24-000788	2183330	Class A Ordinary Shares				200000.0				I	F1, F4, F2	By Cowen Financial Products LLC	F1, F4, F2
0000905148-24-000788	2183329	Class A Ordinary Shares				379878.0				I	F3, F1, F2	By Cowen and Company, LLC	F3, F1, F2
0001022079-24-000051	2183111	Common Stock				1513.0	F2			I		401(k)	
0001022079-24-000051	2183110	Common Stock				358.0				I		By Trust	
0001127602-24-006666	2182837	Common Stock				40385.0				D			
0001022079-24-000050	2182990	Common Stock				4349.0	F3			I		401(k)/SDCP	
0001415889-24-005035	2183084	Common Stock				3207.02	F3			I		By Ecolab Savings Plan	
0001593968-24-000356	2183009	Common Stock				1761.0				I		ESOP	
0001127602-24-006665	2183005	Common Stock				160.0				I		By Spouse	
0000950170-24-019422	2182977	Common Stock				260470.0				I		See Footnote	F5
0000950170-24-019422	2182976	Common Stock				25000.0				I		By Wife	
0000950170-24-019420	2183436	Common Stock				2771705.0	F6			I		CPEX	
0000950170-24-019420	2183437	Common Stock				81570.0	F7			I		By spouse	
0000950170-24-019418	2183342	Common Stock				244208.0				I		See Footnote	F2
0000950170-24-019418	2183341	Common Stock				200500.0				I		See Footnote	F1
0000950170-24-019418	2183343	Common Stock				45816.0				I		By IRA	
0001127602-24-006660	2183172	401k Plan				2742.0				I		401k Plan	
0001127602-24-006660	2183173	Common Stock/ Serp				8785.0				D			
0001127602-24-006658	2182934	Common Stock				4255.0				D			
0001062993-24-004265	2183179	Common Stock				8906.0				I		By John Coll Living Trust dated 5/2/2005	
0001127602-24-006650	2183243	Common Stock				29918.0				D			
0001127602-24-006636	2182960	Common Stock				6930.37	F2			I		By 401(k) Plan	
0001415889-24-005022	2183416	Common Stock				311.12	F5			I		by Edison 401(k) Savings Plan	
0000731766-24-000056	2183067	Common Stock				3500.0				I		By Spouse	
0000731766-24-000056	2183068	Common Stock				23500.0				I		By Trust	
0000950170-24-019407	2182965	Common Stock				2481.0				I		by 401K	
0000731766-24-000055	2183051	Common Stock				6791.0				I		By Trust	
0001590976-24-000023	2182985	Class A Common Stock				60645.0				D	F3		
0001127602-24-006627	2183261	Common Stock				15028.0				I		By Trust	F5
0001127602-24-006627	2183259	Common Stock				34972.0				I		By Spouse	F3
0001127602-24-006627	2183260	Common Stock				15028.0				I		By Trust	F4
0001062993-24-004258	2183021	Common Stock				360.0				I		By Spouse	
0000875320-24-000091	2183321	Common Stock				882.0				I		401(k)	
0000875320-24-000091	2183322	Common Stock				6565.0				I		Held in Trust	
0001628280-24-006655	2182907	Common Stock				1707.99				I		By 401(k) Plan	
0001127602-24-006614	2182880	Common				138401.0				I		By Trust for Children	
0001127602-24-006614	2182883	Common				2258.0				I		By Son	
0001127602-24-006614	2182879	Common Stock				1888.12				I		By 401(k)	
0001127602-24-006614	2182884	Common				131990.0				I		By Wife's Trust for Children and Reporting Person	
0001127602-24-006614	2182881	Common				19090.0				I		By Wife's Trust for Children	
0001127602-24-006614	2182882	Common				59563.0				I		By Trust for Wife	
0000950170-24-019398	2183034	Common Stock				481721.0				I		WAC LLC	
0000950170-24-019398	2183033	Common Stock				1606842.0				I		by The Modified 2009 WTS Irrev Trust Dated 12/16/22	
0001214659-24-003455	2183205	Common Stock				3557.35	F2			I		In 401(k)	
0001127602-24-006608	2183250	Common Stock				3393.0				I		by 401K	
0001199723-24-000036	2182999	Common Stock				26608.0				I		By LLC	F1
0001628280-24-006650	2183094	Common Stock				4066.72				I		By 401(k) Plan	
0001628280-24-006650	2183095	Common Stock				200000.0				I		By Grantor Retained Annuity Trust	
0001214659-24-003452	2183384	Common Stock				6984.48				I		In 401(k)	F2
0001214659-24-003451	2183162	Common Stock				9372.3	F2			I		In 401(k)	
0001062993-24-004249	2182838	Common Stock				13404.0				I		Pittard Living Trust	
0001628280-24-006646	2183011	Common Stock				1992.46				I		By 401(k) Plan	
0001628280-24-006646	2183012	Common Stock				350000.0				I		By Grantor Retained Annuity Trust	
0001127602-24-006595	2183099	Common Stock				12197.12				I		by 401(k) Plan	
0001062993-24-004246	2183222	Motorola Solutions, Inc. - Common Stock				53180.0	F4			I		By Trust	
0001062993-24-004246	2183223	Motorola Solutions, Inc. - Common Stock				18313.0	F5			I		By Trust	
0001062993-24-004246	2183224	Motorola Solutions, Inc. - Common Stock				17214.0	F6			I		By Trust	
0001062993-24-004246	2183220	Motorola Solutions, Inc. - Common Stock				2220.0				I		Held by wife	
0001062993-24-004246	2183226	Motorola Solutions, Inc. - Common Stock				85435.0				I		2023-1 Grantor Retained Annuity Trust, reporting person is the Trustee	
0001062993-24-004246	2183225	Motorola Solutions, Inc. - Common Stock				64102.0				I		2022-1 Grantor Retained Annuity Trust, reporting person is the Trustee	
0001062993-24-004246	2183221	Motorola Solutions, Inc. - Common Stock				81000.0	F3			I		By Trust	
0001062993-24-004244	2183403	Humana Common				10.0				I		See Footnote	F1
0001104659-24-027032	2183430	Common Stock				451114.0				D			
0000950170-24-019382	2182840	Common Stock				5237611.0				I	F10, F3, F5, F4	By ICONIQ Strategic Partners III, L.P.	
0000950170-24-019382	2182841	Common Stock				5596460.0				I	F3, F5, F4, F11	By ICONIQ Strategic Partners III-B, L.P.	
0000950170-24-019382	2182842	Common Stock				2042994.0				I	F12, F3, F5, F4	By ICONIQ Strategic Partners III Co-Invest, L.P., Series P	
0000950170-24-019382	2182843	Common Stock				2009823.0				I	F13, F3, F5, F4	By ICONIQ Strategic Partners IV, L.P.	
0000950170-24-019382	2182844	Common Stock				3330058.0				I	F14, F3, F5, F4	By ICONIQ Strategic Partners IV-B, L.P.	
0000950170-24-019382	2182845	Common Stock				940443.0				I	F3, F5, F4, F15	By ICONIQ Strategic Partners IV Co-Invest, L.P., Series P	
0000950170-24-019382	2182846	Common Stock				115070.0				I	F16, F3, F5, F4	By ICONIQ Strategic Partners V, L.P.	
0000950170-24-019382	2182847	Common Stock				177265.0				I	F17, F3, F5, F4	By ICONIQ Strategic Partners V-B, L.P.	
0000950170-24-019382	2182848	Common Stock				857031.0				I	F3, F18, F5, F4	By ICONIQ Strategic Partners VI, L.P.	
0000950170-24-019382	2182849	Common Stock				1069534.0				I	F3, F19, F5, F4	By ICONIQ Strategic Partners VI-B, L.P.	
0000950170-24-019382	2182850	Common Stock				1812448.0	F20			D	F20		
0000950170-24-019379	2183207	Common Stock				5237611.0				I	F10, F3, F5, F4	By ICONIQ Strategic Partners III, L.P.	
0000950170-24-019379	2183216	Common Stock				1069534.0				I	F3, F19, F5, F4	By ICONIQ Strategic Partners VI-B, L.P.	
0000950170-24-019379	2183208	Common Stock				5596460.0				I	F3, F5, F4, F11	By ICONIQ Strategic Partners III-B, L.P.	
0000950170-24-019379	2183209	Common Stock				2042994.0				I	F12, F3, F5, F4	By ICONIQ Strategic Partners III Co-Invest, L.P., Series P	
0000950170-24-019379	2183210	Common Stock				2009823.0				I	F13, F3, F5, F4	By ICONIQ Strategic Partners IV, L.P.	
0000950170-24-019379	2183211	Common Stock				3330058.0				I	F14, F3, F5, F4	By ICONIQ Strategic Partners IV-B, L.P.	
0000950170-24-019379	2183212	Common Stock				940443.0				I	F3, F5, F4, F15	By ICONIQ Strategic Partners IV Co-Invest, L.P., Series P	
0000950170-24-019379	2183213	Common Stock				115070.0				I	F16, F3, F5, F4	By ICONIQ Strategic Partners V, L.P.	
0000950170-24-019379	2183214	Common Stock				177265.0				I	F17, F3, F5, F4	By ICONIQ Strategic Partners V-B, L.P.	
0000950170-24-019379	2183215	Common Stock				857031.0				I	F3, F18, F5, F4	By ICONIQ Strategic Partners VI, L.P.	
0000950170-24-019379	2183217	Common Stock				1709586.0	F20			I	F20	By Divesh Makan	
0000950170-24-019379	2183218	Common Stock				536011.0	F21			I	F21	By Matthew Jacobson	
